frame robot_id x y phi px py
879 16 81.3756 104.401 3.08609 2077.39 825.617
880 16 79.5122 104.224 3.03672 2074.13 826.003
881 16 77.8389 104.599 3.03672 2071.22 825.36
882 16 75.5699 104.874 3.05093 2067.27 824.919
883 16 73.6806 105.066 3.03672 2063.98 824.622
884 16 71.9719 105.391 3.04192 2061.01 824.071
885 16 70.0028 105.426 3.05845 2057.58 824.068
886 16 67.9293 105.494 3.04664 2053.96 824.006
887 16 66.1425 105.645 3.05485 2050.85 823.78
888 16 64.3319 106.05 3.05485 2047.7 823.085
889 16 62.0096 106.098 3.05093 2043.65 823.068
890 16 60.1823 105.457 3.05093 2040.44 824.312
891 16 58.2913 106.349 3.07029 2037.17 822.716
892 16 56.4429 106.266 3.05485 2033.94 822.926
893 16 54.2796 105.922 3.04192 2030.15 823.631
894 16 52.5092 106.914 3.05845 2027.09 821.847
895 16 50.5347 107.349 3.05485 2023.66 821.099
896 16 48.2885 107.365 3.05093 2019.73 821.139
897 16 46.2129 107.339 3.05845 2016.11 821.25
898 16 44.3186 108.14 3.05485 2012.83 819.824
899 16 42.31 108.335 3.05845 2009.32 819.524
900 255 40.0124 108.354 -3.14159 2005.31 819.56
901 16 38.0977 108.207 3.04664 2001.96 819.891
902 16 36.1064 108.706 3.03094 1998.5 819.026
903 16 34.1349 108.506 3.03672 1995.05 819.458
904 16 32.1089 108.788 3.04192 1991.52 818.996
905 16 30.0135 109.085 3.04192 1987.87 818.51
906 16 28.1551 109.015 3.03672 1984.62 818.697
907 16 26.0001 108.993 3.04192 1980.86 818.804
908 16 24.141 108.828 3.04192 1977.61 819.167
909 16 22.205 108.752 3.04664 1974.22 819.368
910 16 20.0093 109.056 3.04664 1970.39 818.871
911 255 18.2775 109.24 3.04512 1967.37 818.582
912 16 16.0584 109.254 3.04192 1963.5 818.626
913 16 14.4246 109.925 3.04664 1960.66 817.43
914 16 12.3484 110.01 3.05485 1957.04 817.337
915 16 10.3781 109.715 3.04192 1953.58 817.944
916 16 8.57038 109.399 3.04664 1950.42 818.586
917 16 6.68346 110.393 3.06482 1947.15 816.799
918 16 4.80592 110.204 3.05093 1943.86 817.207
919 16 2.67489 110.524 3.05093 1940.14 816.679
920 16 1.01073 110.992 3.06482 1937.25 815.862
921 16 -1.2144 111.277 3.07029 1933.37 815.401
922 16 -3.04034 110.494 3.05845 1930.15 816.911
923 16 -4.82999 110.834 3.06482 1927.03 816.334
924 16 -6.91338 111.578 3.07029 1923.41 815.017
925 16 -8.95287 111.7 3.06176 1919.85 814.854
926 16 -11.1033 111.207 3.06482 1916.08 815.835
927 16 -13.044 111.425 3.05845 1912.69 815.49
928 16 -15.1161 112.275 3.06482 1909.09 813.975
929 255 -17.0918 112.28 -3.14159 1905.63 814.028
930 16 -18.921 112.243 3.05845 1902.43 814.151
931 16 -21.3442 112.205 3.05845 1898.2 814.296
932 16 -23.2239 112.237 3.05845 1894.91 814.295
933 16 -25.2389 113.608 3.07917 1891.42 811.812
934 16 -27.257 113.722 3.04664 1887.89 811.662
935 16 -29.1599 113.698 3.04192 1884.57 811.763
936 16 -31.0559 113.922 3.05093 1881.25 811.406
937 16 -33.1588 113.713 3.02448 1877.57 811.859
938 16 -35.4467 113.968 3.04192 1873.57 811.456
939 16 -37.1739 114.04 3.03672 1870.55 811.375
940 16 -39.1293 114.026 3.04664 1867.13 811.461
941 16 -41.1325 114.073 3.04192 1863.63 811.434
942 16 -43.2558 114.004 3.04192 1859.91 811.629
943 16 -44.9891 114.066 3.07029 1856.88 811.566
944 16 -46.9172 114.324 3.06765 1853.51 811.147
945 255 -48.9882 114.505 -3.14159 1849.89 810.874
946 255 -50.9326 114.36 -3.14159 1846.49 811.202
947 255 -53.0334 114.182 -3.14159 1842.8 811.596
948 255 -54.8543 113.88 -3.14159 1839.61 812.213
949 16 -56.922 113.941 -3.05845 1835.99 812.163
950 16 -58.7668 113.66 -3.08609 1832.76 812.743
951 16 -60.649 113.168 -3.07502 1829.45 813.714
952 16 -62.7548 113.173 -3.03672 1825.76 813.769
953 16 -64.6905 113.141 -3.01724 1822.37 813.888
954 16 -66.8819 112.621 -2.9997 1818.52 814.92
955 16 -68.716 112.749 -2.97644 1815.32 814.739
956 16 -70.7103 112.509 -2.95337 1811.82 815.245
957 16 -72.4765 111.883 -2.9442 1808.71 816.462
958 16 -74.1318 111.062 -2.9442 1805.79 818.038
959 16 -76.0943 110.92 -2.89661 1802.35 818.361
960 16 -77.8163 110.545 -2.88641 1799.33 819.111
961 16 -79.9341 110.437 -2.86329 1795.62 819.376
962 16 -81.4964 109.504 -2.83871 1792.86 821.158
963 16 -83.3404 108.951 -2.83059 1789.61 822.241
964 16 -85.2304 108.655 -2.81984 1786.3 822.849
965 16 -86.7693 107.024 -2.79282 1783.56 825.924
966 16 -88.8904 107.046 -2.78282 1779.85 825.948
967 16 -90.588 106.486 -2.77442 1776.86 827.04
968 16 -92.3161 105.432 -2.7367 1773.81 829.052
969 16 -94.0435 104.814 -2.72017 1770.77 830.252
970 16 -95.7947 103.841 -2.70175 1767.68 832.113
971 16 -97.6514 103.342 -2.67795 1764.41 833.096
972 16 -99.593 102.547 -2.67795 1760.99 834.633
973 16 -101.125 101.363 -2.62245 1758.28 836.879
974 16 -102.883 100.599 -2.63449 1755.18 838.353
975 16 -104.758 99.1555 -2.60117 1751.87 841.09
976 16 -106.496 98.4085 -2.60117 1748.8 842.531
977 16 -108.394 97.3995 -2.57026 1745.46 844.463
978 16 -109.906 96.0022 -2.55359 1742.77 847.104
979 16 -111.886 95.1971 -2.53605 1739.29 848.66
980 16 -113.095 93.5344 -2.52134 1737.13 851.784
981 16 -114.974 92.9976 -2.50657 1733.83 852.839
982 16 -116.678 91.7134 -2.4859 1730.81 855.276
983 16 -117.836 90.2088 -2.46685 1728.75 858.105
984 16 -119.424 89.1663 -2.44685 1725.94 860.089
985 16 -120.493 87.8234 -2.43297 1724.04 862.615
986 16 -122.117 86.3339 -2.40378 1721.16 865.43
987 16 -123.487 85.3693 -2.38649 1718.74 867.263
988 16 -124.813 84.0893 -2.35619 1716.39 869.68
989 16 -126.017 82.3404 -2.35619 1714.24 872.963
990 16 -127.304 81.23 -2.35619 1711.96 875.064
991 16 -128.574 79.7691 -2.35619 1709.7 877.814
992 16 -129.535 78.1216 -2.31274 1707.98 880.901
993 16 -130.703 76.4018 -2.27942 1705.89 884.128
994 16 -131.938 75.0612 -2.24554 1703.7 886.654
995 16 -133.466 74.0453 -2.24554 1701 888.587
996 16 -134.196 72.1851 -2.22649 1699.68 892.06
997 16 -135.004 70.5632 -2.19959 1698.23 895.094
998 16 -136.477 69.2164 -2.1786 1695.62 897.639
999 16 -137.124 67.5738 -2.14987 1694.45 900.706
1000 16 -138.609 66.0136 -2.1294 1691.81 903.646
1001 16 -139.527 64.2641 -2.10252 1690.16 906.919
1002 16 -140.054 62.5432 -2.08994 1689.2 910.127
1003 16 -141.256 60.8613 -2.07789 1687.06 913.283
1004 16 -142.193 59.3682 -2.03444 1685.39 916.081
1005 16 -143.351 57.7834 -2.03444 1683.32 919.056
1006 16 -144.278 56.4759 -2.03444 1681.67 921.509
1007 16 -144.847 54.5744 -2.03444 1680.63 925.052
1008 16 -145.061 52.8889 -1.97569 1680.22 928.183
1009 16 -145.395 51.0908 -1.98092 1679.6 931.526
1010 16 -146.585 49.4688 -1.9513 1677.48 934.57
1011 16 -147.003 47.882 -1.93797 1676.71 937.524
1012 16 -148.056 46.1608 -1.91957 1674.83 940.747
1013 16 -148.738 44.6908 -1.90747 1673.6 943.493
1014 16 -149.47 42.8164 -1.89255 1672.28 946.989
1015 16 -149.239 40.9093 -1.86225 1672.64 950.515
1016 16 -149.979 39.121 -1.84174 1671.31 953.851
1017 16 -150.397 37.1856 -1.8491 1670.53 957.449
1018 16 -150.67 35.4526 -1.81577 1670.02 960.668
1019 16 -150.942 33.4091 -1.80189 1669.5 964.461
1020 16 -151.037 31.6011 -1.76819 1669.29 967.812
1021 16 -151.717 29.8753 -1.75902 1668.06 971.03
1022 16 -151.674 27.8578 -1.76819 1668.1 974.764
1023 16 -153.002 26.0495 -1.76819 1665.73 978.155
1024 16 -153.135 24.214 -1.75902 1665.46 981.557
1025 16 -153.27 22.2784 -1.75614 1665.18 985.144
1026 16 -153.595 20.1101 -1.73594 1664.57 989.168
1027 16 -153.574 18.3224 -1.76819 1664.57 992.475
1028 16 -153.633 16.2299 -1.75391 1664.42 996.35
1029 16 -153.732 14.3769 -1.75902 1664.2 999.781
1030 16 -154.143 12.3453 -1.75902 1663.44 1003.55
1031 16 -154.273 10.5434 -1.75902 1663.18 1006.89
1032 16 -155.093 8.94738 -1.75902 1661.71 1009.87
1033 16 -155.288 7.02139 -1.75065 1661.32 1013.44
1034 16 -155.43 5.33033 -1.75614 1661.04 1016.57
1035 16 -154.994 3.32456 -1.76819 1661.76 1020.27
